TWEET,LABEL
دا النهارده يوم مصر والعرب ف الاوليمبياد بقي يارب دايما فرحانين 👏👏👏,0
ليس هناك رجل يستحق ان تبكي من اجله ،ولا تصدقي انه حزين لفراقك، ف دائما عند كل شرقي بديل ! نزار قباني,1
فظ محمد اظهارخان:03452498306 03002070292,1
: الست بتقول للقاضي اشوفه يا بيه 3 ثواني ابني معملش حاجه . خدوا عليا اقرار  زل,1
شخص اناني ولا يمت بعراقه اغلب اجيال ارسنال ، هنري يهين ارسنال بـ كلامه ، وفينجر يهين ارسنال بـ افعاله مؤخراً ..,1
غير مستغرب من طيران الامارات ، ذوق وخدمه ممتازه وتعويض المتضرر وسرعه الخدمه ....الي الامام,0
1988massacre نظام ايران استبدادي درجه اولي لابد ان يواجه بقوه وغضب,1
هي  العلوقيه  دخلت الاوليمبياد ولا لسه .. ما نبدا احنا ونعمل اتحاد للعبه!  دهب  دهب  دهب,2
معلومتين علي الماشي: مروان رجب غالبا مش مكمل بعد الاوليمبياد (اتحاد اليد هايتغير في اكتوبر) تعليق الامل علي التاهل للدور الثاني سذاجه,2
تقول  فتاه توفيت امي اثناء ولادتي فاخذت اخر  نفس من انفاسها تاملوه جيدا  مؤلمه  لحد,1
الارجنتين خرجت من منافسات كره القدم في الاوليمبياد بعد ما اتعادلت مع الهندوراس.. الهندوراس اتاهلت بفرق الاهداف  Football,2
كسم ريال مدريد ياعم :D,1
انتوا ابتديتوا تزايدوا علي احمد زويل !!! انتو ايه !! صراصير ؟ مفيش احساس,1
: زي انهارده من 15 سنه الاهلي فشخ ريال مدريد في ستاد القاهره.,0
هتفشل الاوليمبياد دي واضحه يعني,2
ماتش للتاااااااااااااااريخ ، الباشمهندس ديلبوترو يفوز بمجموعتين لواحد في واحده من افضل مباريات التنس في الاوليمبياد  Rio2016  tennis,2
: رفيق السوء مثل البعوض لا تحسّ به الا بعد اللّسع.  .  مصطفي المنفلوطي,1
هو مين ابن الوسخه اللي رفع علم السعوديه من بعثه مصر في الاوليمبياد ؟؟ حد عنده معلومات عن المعتوه ده ؟,1
ابقي اعرف  قيمتك عندهم الاول ، قبل ما تقولهم عشان  خاطري,1
تركي العواد يسيء للسعوديات ياخي انا مستغرب الدرباويه وينهم عنه ي  الدرباويه???? هذا قعد يغلط علي امهاتكم ????????????,1
جمال الغندور : هدفي مباره  الزمالك في ماتش انبي صحيحه .. و ضربه جزاء الزمالك غير صحيحه . و ضربه جزاء انبي صحيحه . و كان يجب طرد احمد علي,0
: صور المذبحه الي تعرض لها المرتزقه وجنود وضباط  السعوديه يوم امس في زحفهم الفاشل علي  الطوال و  حرض  تسلم الايادي,1
وبغض النظر عن كل شيء يبقي المصرين الوحيدين اللي شتمو وسخرو وشغالين تريقه علي لاعبيهم المصرين في الاوليمبياد حتي اصابهم الاحباط ومفيش دعم لهم,1
مذبحه رابعه  رابعه  رابعه قصه وطن  لن تكرم امه يهان نساؤها,1
نجي لرد الجميل للكويت عندما احتل صدام الكويت في عهد الملك فهد  تعرفون القصه كلها حقت الغزو  هنا السعوديه ردت الجميل للكويت,1
شوفي عاوزانا نعمل ايه واحنا نتفق كلنا ونعمل شيرين يحيي  مكملين مع شيرين   ShereenYehia,0
الاوليمبياد والرياضه عمومن بالنسبالنا كعرب علمتني ان اللاعب اللي هنركز معاه كلنا مش هيعمل حاجه سيبوا الناس في حالها وخلونا نتفاجئ  Rio2016,2
يبقي الكِتمان ارّقي انواع الوجَع.,1
طلعت اعرف امتنان من اكثر من سنه,0
فيه كام حبايه كده في الاوليمبياد لازم نعرف عناوينهم عشان نجيب لفه من خالد و ننول الرضا 😂,2
احرزت  البحرينيه   روت جيبيت  اول ميداليه ذهبيه  للعرب  في الاوليمبياد ... واقع مبهر 😂😂,2
الاهتمام و التقدير مفتاح اي حد,0
مش  مصدقه حاجه كان كل دا كابوس ، اكيد العيب فيا.,1
كلمينا عن تجربتك في الاوليمبياد 😂😂🎤🎤,2
كل اللي يخصني في الاوليمبياد دي الباليه المائي لما تيجي فقره الباليه المائي حد يقولي,2
دلمها هاد الاوليمبياد جات فشهر 8 ههههه,2
مبتفرجش علي الاوليمبياد والكوره مبفهمهاش ومش معايا فلوس ادخل الافلام الجديده ومش عارفه اواكب العصر خالص,1
هو افتتاح الاوليمبياد امتي؟,2
✱ ㅤㅤ ㅤㅤ من كثر ما صوتي من الفرقي ، احس بـ ان الدمع من  صوتي نزل !,1
قطر داخله الاوليمبياد بــ 25 لاعب . اللي عايز يسرق قطر يستغل الفرصه دي البلد كلها في البرازيل 😂  البرازيل,2
و اغاني تانيه بس مش فاكره حاجه غير دلوقتي :D,0
دجوكوفيتش بره الاوليمبياد ، يروح يشوفله كلبه بقي,1
انا طول الاوليمبياد مقضياها  امتي هنفرح بقي  بصوت,2
هو من امتي اللي عمرهم ما فهموا او تابعوا رياضه بيتابعوا الاوليمبياد؟,2
Rio2016 المصريون في  الاوليمبياد وثقافه الاستسلام للفشل :(,1
رايك ف الشبكه الفضه جميله جدا وتحسسك ان العروسه واخده مركز تاني في الاوليمبياد 😂😂 ماتنفعش طبعا انت ممكن تقلل الدهب احسن واشيك :),2
انا لو مكان اي لاعب من اللي في الاوليمبياد دول وجاتلي فرصه اني اتجنس بجنسيه اي بلد مش هفكر لحظه في اني ارفض,2
تفتكروا لو احمد موسي دخل الاوليمبياد هياخد ميداليه ذهبيه في ايه؟,2
و الحنين اللي يغنيه  السهر ، يعتريه احساس  متبلدّ و خوف صدّتك اجحاف و غيابك ، ماتحس و لا  تحن و لا تروف .,1
روح يا عبدالسلام وراها اشمعنا دي يعني  هو الكنترول ده مستكتر علينا ننام يوم مبسوطين  DoaaElSebaii  StaracArabia,1
قطر داخله الاوليمبياد ب 25 رياضي يعني فرصه اللي عاوز يسرق قطر البلد كلها في البرازيل 󾌸,2
تنام عيناي .. ولا ينام قلبي ! يالبعثرات قلبي .. الا تهدا !!  مشتاق,1
DoaaElSebaii يا حياااااااتي يا دعاااااء انا بحببببببببببببك اوووووي يا حبيبتي مستنياكي ع نااااار,0
تحيه صمود لكل واحد عايش في مصر لحد دلوقتي ومشربش سجاير ولا شيشه ، ولا بيحشش ولا جرب اي نوع من المخدرات علشان يواجه هذا الواقع البائس ????,1
احنا معندناش ادني اهتمام باللاعيبه او تدريب..واكيد شغتي ايهاب اللي خد ميداليه ده بيتدرب فين..وصولهم الاوليمبياد انجاز وحده,1
فيه واخد في الاوليمبياد في المصارعه ايراني اسمه سعيد مراد يا مطوبس :D,2
گلنا دشتي گلمه حق امام سلطان جائر,1
ملحمه حلب الكبري  بالامس تبجح الروس  عن ممرات امنه للعبور  واليوم يبحث كلاب النظام وايران عن ممرات امنه للهروب....,1
دخله الاوليمبياد دي بتفكرني بالاسبوع الثقافي اللي كان عندنا 😍,2
فيليبس لوحده 22 ذهبيه في الاوليمبياد وممكن يزيدوا و الدول العربيه كلها علي مدار تاريخ الالعاب الاوليمبيه 24 ذهبيه علي الدنيا السلانكاتيه,2
: بنت مصر شرفت مصر ✌  ساره سمير  جبهه شعب مصر,0
: تمت محاكمه من تحدث عن الفساد  متي نحاكم الفاسدين ومتي نتخذ خطوات ايجابيه للقضاء علي الفساد الذي استشري في مؤسسات... ht…,1
الاوليمبياد دي برضه من الحاجات اللي واحد لازم يتفرج عليها,2
مسائك اجمل,0
*الله اكبر الله اكبر لا اله الا الله* *الله اكبر الله اكبر ولله الحمد*  مبروك فك حصار حلب,0
مش نا لي درتها ظلمتني محمد خويا☜♨,0
لا تُـعطي قلبك لمن لا قلبَ له لانهُ حتماً سَـيَخذِلُك  ولا تُعطي حروفكَ لمن لا يقرا. لانهُ بلا شكّْ سَيُسيءُ فَهمكْ .,1
tottie: كسم حازم امام ابن المره المتناكه كلب مرتضي,1
Khalfan   يا بغل اللي دعاء رئيس البرلمان  وانت ويش دخلك في اليمن  وبعدين انت حارس قحاب متفهم في البرلمان انت حارس خمر وبس,1
بلد محبوس فيها كاتب روائي لمده سنتين تقريباً، اسمه احمد ناجي بسبب فصل في روايه، والتهمه خدش الحياء العام، شخر وقول احا انت ساكت ليه..,1
الحمدلله وباذن الله يفرح المسلمين بتحرير الشام اجمع  مبروك فك حصار حلب,0
بتعامل مع اخويا بمبدا  اذا جاء ميعاد المسلسل ... فعلي الاوليمبياد السلانكسيه 😂✋,2
ليله ساره سمير برونزيه الاوليمبياد  مملكه العيله والدعم,2
لو ماكانش في الاوليمبياد الا ماتش صربيا وامريكا في نص نهائي الكره الطائره سيدات كان هايبقي كفايه جداً. بس الروعه ان في بتاع 100 لحظه زي دي 😀,0
ساكت من برا .. بس راديو من جوا,1
: حال قحاب السعوديه بالشقق..يرقصونها وينيكونها اما بمشروب او بفلوس ..,1
بس سيبك انت ... انا مبسوط باللي حصل انهارده و امبارح ...   محدش قالي عقبالك   :D =))),0
فيها ايه خايف يقول وانا مش هقول كل اللي حاسه انا بيه,1
Rio2016 بحب اتفرج في الاوليمبياد علي العاب القوي والسباحه ورفع الاثقال,2
الخيبه تاتي دائماً من الذين قدمنا لهم كل شئ ،،  خيبه  حقيقه,1
مطلعين فرسه من صاله المطار قدامي .. ايه الجمال دا,0
جدا ان تقاطعهم لكي تجعلهم يشتاقون لك ثم تتفاجئ بان غيابك لم يشعر به احد ~~⚜,1
bin fahad: الامم المتحده تمنح جائزه     افضل ممثل لبلادها     للشابه السعوديه  رزان العقيل . مبروك علينا جميعاً ????????.,0
هل هناك وجع اقسي من ان يقف الكلام بين فمك وحنجرتك ان اظهرته ندمت وان ابقيته تالمت .💔 . . . 🌸🍃,1
احمد ابو غوش قطّع الواد الروسي في النهائي . اول ذهبيه واول ميداليه علي الاطلاق تحققها الاردن في تاريخ الاوليمبياد .,0
محاكمه عسكريه. لكل من يحاول ان يمس مقدرات وطننا الغالي. باحتكار الدولار او الاتجار به في السوق السوداء.  افرم يا سيسي.  مفيهاش هزار.,1
احترم ابو اربع وثلاث سنين عشان اهلهم مايزعلون علي 💔,1
شكراً لانك في حياتي ، شكراً لانك حياتي  صباح الحب ?,0
mujawir   معني كلامه بشار مجني عليه والشعب السوري هو الجاني! جزائري متشيع فضحته الثوره السوريه علي حقيقته!!,1
الدموع رافضه تنزل  والقلب حالف مايبطل,1
مفيش احسن من الشخص اللي يفهمك وانت زعلان حتي لو ضحكت ❤,0
:  كلنا سلمان جهود اسطورتي ابو فهد اكبر من الكلام لله دره من قائد عظيم,0
ورايا امتحان ابن جزمه كمان خمس ساعات و مش ناقصه,1
KSA: لاعب نادي  النصر يضيّع ضربه جزاء ! ويضربها بطريقه غريبه !  نادي النصر  الهلال  الشباب  الاهلي  الاتحاد  الاتحاد,1
بهواك ♡♥,0
اللي عندهم وقت يتابعوا كل العاب الاوليمبياد دول اكتر ناس الفراغ نايكهم,2
جنود بريطانيون يرمون اوسمتهم امام مبني الحكومه لا يمكننا ان نجني السلام ونحن نقتل مدنيين بحجه  داعش وعلي  بريطانيا بالانسحاب من التحالف الدولي,1
yousef استاذ وسيم شوف تركي الحمد الي اضفته ضايف هذا اساطير الاولين الي يطعن في القران ويستهزا به ضايف ملحد,1
محمد يوسف بطل مصر يغيب عن الاوليمبياد فقط لانه ارتدي تيشيرت يحمل شاره رابعه في بطوله العالم منذ عامين,2
والله الرفعه دي غلط معلق مصري علي الاوليمبياد .. يا رب الصوت يتقطع,2
لما يكون الحال      اجسام بغال واحلام عصافير      ستكثر امثال انا تو مخلص صايح ????????????.. الله يهديه  الرومانسيه الكاذبه  انا تو مخلص صايح,1
فليطح كل كلامه عن الرمايه ، يقول ناديهم دعمهم خلال الاوليمبياد .. انزين و السباحه ؟ و مبارزه الشيش؟,2
بقي انتوا قاعدين تتفرجوا علي الاوليمبياد وتتمنيكوا علي بعض وانا العرق بعبيه ف ازايز ياولاد الشراميط يا مدنيين.,1
اللي مستني ان مصر تتاهل للدور التاني في الاوليمبياد في اليد، يا ريت ياخد حبيتين اسبرين وينام,1
لا ده اسمه علي اسم الغالي اسمه احمد **,0
يعني انتهت سوريا وصارت دويلات  هههههههه هههههههههه هههههههههه  ياسلاااااااااااااام  . ولين الان لم اسمع اي  تنديد عربي  يا سلاااااااااااام,1
انحدرت اميركا علي ايدي ايدي بوش من امه عظيمه الي دوله ارهابيه ظلاميه فاشله وحقيره متخلفه منذ ان تحالفت مع ايران...,1
لا صوت يعلو فوق صوت الاوليمبياد,2
صباح الورد جميعا  مدينه الشيخ زايد,0
يا اسفي علي من كانوا كل فرحتي وقوتي تالم يا قللي تالم,1
ومش عارف عشان اتنَسيت .. ولا زعلان عشان  بقيت وحدڪ 󾍀 ❤ .,1
: احمد الفريدي كيف كان مع الهلال  و الان كيف!  نادي قذر تعصب تخلف ????????  دوره تبوك الدوليه   النصر الوداد,1
الاوليمبياد هي من فقدتك 💔✋,1
نساء الاولمبياد لايمثلوننا فعلا ، الرياضه قناع لما ورائه.  الرياضه للجميع و كل مجتمع له ضوابطه. ذريعه  الاوليمبياد طاشت منها العقول، كفي ✋,1
تنديد واسع بمهاجمه ترامب عائله جندي اميركي: يتعرض المرشح الجمهوري للانتخابات الاميركيه دونالد ترامب الي هجوم متعدد…,1
اما نستضيف الاوليمبياد ... نبقي نعمل مسابقات التجديف ف قناه السويس 😂,2
:  سعوديات نطالب باسقاط الولايه7 انا بس حزينه ع تربيه الام السعوديه ليش تربي بنتها انها تحتقر نفسها! معقوله بنات مواليد 90 ومتربين…,1
مفيش تحقيق مع الواد الاهبل اللي رفع علم السعوديه في افتتاح الاوليمبياد ولا مع رئيس االبعثه ولا قرار باعاده اللاعب لمصر مع عرضه علي طبيب نفسي,2
salyy: فقدنا الكثير من الكلام ،، والكثير من البكاء ،، ولم يتبقي الا الصمت ،، الذي نعامل فيه بعضنا البعض .,1
الان يبدو انك حقا نسيتني الم تعد تهتم لامري ،، ما كان عليا ان احبك كثيرا !,1
انا بتكلم علي الاوليمبياد و المصري اللي كان في رفع الاثقال,2
هذي زودتها لازم تتربي مو باقي الا تطردنا من بلدنا وتجمع فيه اشكالها واشكال مريم    Talal   نطالب بمحاسبه روضه اليوسف 2,1
الناس ام دم خفيف ♥,0
84: شماعتنا الوحيده التي علقنا عليها كل شيء، مسكين هذا الحزن ليس لدينا غيره لنطلخ به تهمه الغياب والجراح والاكاذيب!** .…,1
الحمدُلله البعثه المصريه التي غادرت الي الاوليمبياد عادت سالمه الي ارض الوطن,0
متعتي الرئيسيه في الوقت ده اني اتفرج علي الاوليمبياد بتعليق نايل سبورت.,0
ارتباط الاوليمبياد بالسياسه موضوع يطول الكلام فيه .. والاكيد ان الاوليمبياد يمكن اول مناسبه رياضيه لابراز تقدم بلدك وانتمائك لها 1,2
لاتنزوي خلف  البُكاء فالماء يهدم شموخ الجبال ..,1
الفرصه بنت جميله راكبه عجله ببدال في الاوليمبياد,2
رغي مصاطب ...دا مش تعليق علي حاجه باهميه الاوليمبياد ...الدورات الرمضانيه بيكون فيه كلام احسن من كده 😂,1
في كذا حد كان بيتكلم عنه من قبل الاوليمبياد,2
الرجاله المصريين المشاركين في الاوليمبياد داخلين دخله احمد حلمي في فيلم الناظر شكرا,2
الحقيقه بدت مثل الخيال هو عدوي واذكا حبيب  كل ماقفيت ناداني تعال لذه الحب في الشيء القليل,0
تركي العواد يسيء للسعوديات مافلح في حراسه المرمي دون التصريحات بعدين يورينا مراجله ويبداء باهل بيته امه وخواته وزوجته ويلبي نداء الوطن,1
ابتهاج محمد اول امريكيه تشارك في الاوليمبياد بحجاب ، بدات النهارده,2
انا مس عشاك كره القدم النسائيه ماتش فرنسا وامريكا ف الاوليمبياد ماتش جميل ولذيذ الله ينور,0
انا عاوز العب لعبه و اتقنها في خلال 4 سنين الجايين عشان اشارك في الاوليمبياد في اليابان,2
مافيش داعي للاعتذار اصلكم عاملين تغطيه هايلله من اول الاوليمبياد فحبيت اصحح المعلومه مش اكتر,2
في لحظه تاريخيه بتعكس ده جابرييل اندرسن سويسريه لم تكن بطله ابدا لكنها شاركت في ماراتون الاوليمبياد و طلعت الاخيره,2
جفت دموع العين والبكاء توفاه الله بروحي كيعقوب !,1
جماهير الارجنتين في مختلف الالعاب في الاوليمبياد عاملين بهجه غير طبيعيه للبطوله ، في كل مسابقه بيغنوا و يقلبوا المدرج حتي لو خسرانين,0
2  ابرز نجم في الاوليمبياد ؟    Olympics,2
معنديش الشغف اللي عند الناس كلها بموضوع الاوليمبياد يا خوفي لاكون فقدت شغفي بكل ما يخص البلد دي,2
الكاس يا اهلي علي فكر البرازيل بتلاعب جنوب افريقيا دلؤتي في الاوليمبياد,2
دي ناس متخلفه اصلا فكره الاوليمبياد هي توحيد العالم ونشر التسامح وتناسي الاحقاد والضغائن,2
ملثم مثل الساحره حقته يوم تتلثم بلندن خايفه احد يخربط لها وجهها خروفها يقلدها????????????????????  كلنا ضد مريم بيفور58,1
انا اول مره اشوف فتره مسائيه في السباحه في الاوليمبياد والجمهور مش مقفلها دي اول مره حرفيا,2
:  كلنا نايف الجدعي نايف نجم جماهيري كبير من انت يا احمد ترمس عشان تحرمنا ابداعاته؟؟؟؟؟,0
انا بتقطع من جوايا ونسيت طعم الفرح.,1
الصاروخ دخل .. واضح هنستمتع بالمدرجات في الاوليمبياد ده .,0
:      عندما يغرد الشبيحه فيحكوا عن قواد الضاحيه بانه شريف. لم يعرف التاريخ انجس ولا اجرم من  حسن نصر الله…,1
نسمه مححجوب دعمت حبيبي محمد شاهين كثفو التصويت وصلوه للقب 22222  MohammadChahine,0
: المانيا تحذر تركيا من     ابتزاز الاتحاد الاوروبي     بخصوص اللاجئين,1
: نضيق لكن ​نكتم الھم ب مزوح واذا غدر فينا الزمان ​ابتسمنا  　​​​​　​​​​　​​​​　​​​​ ۔ هذا حالنا.  قروب حاتم للرتويت والدعم.  نبض…,1
افتتاح الاوليمبياد ف ريو دي جانيرو حاجه تشرح القلب الحزين والله 🙌,0
ماانا اتعودت احلامي اشوفها بتجري قدامي و ماالحقهلش : (!  ياس,1
يسقط حكم السيسي، يسقط حكم العسكر، الداخليه بلطجيه.,1
موافق ان لعيب مصري يقابل لعيب اسرائيلي في الاوليمبياد,2
لما بتنجرح او بخيب املك بشخص بتصير تبكي بحرقه قلب وبكون جواتك قهر كبير مش لانك زعلان عليه بتبكي ع حالك لانك صدقت ووثقت بهيك حدا 💔,1
سباحه مصريه فريده عثمان وصلت سيمي فاينل ف الاوليمبياد 👏👏🏊  RioOlympics2016  OpeningCeremony,0
ان ما طالوك عابوك فيك والقافله تسير وكلاب مقديشو تنبح هههه  امجد بطل ✌????️❤️     كلنا ضد مريم بيفور63,1
لا شيء سوي خيبه جديده اصابتني بعمق,1
ممكن يمنعوا الكويت من المشاركه في الاوليمبياد لكن لا يستطيعوا منع الكويتيين من الفوز بالميداليات  فهيد الديحاني,2
sh خايك معا حمد ويقولوله دودو :)),0
يلا يا توفيق يا معرررررررص,1
انسحب بالفعل الاعب المصري من الاوليمبياد لرفضه اللعب من لاعب اسرائيلي .. عاش يا بطل,0
لذيذه اوووي الاوليمبياد دي 😍😍,0
: دمعه تتالم ، قلب يتمزق ، ذاكره فارغه ، شوقٌ ينزف عروق تتعطش للقاء ، وحزنٌ لا يُفارقني ، الا يحقُ لي البُكاء  ر,1
التاجر لما يفلس    .. السيسي يبيع قصور الاوقاف المصريه في اليونان   علي راي المثل الشعبي     التاجر لما بفلس يفتش...,1
علموا اولادكم السباحه والرمايه وركوب الخيل وفي الاوليمبياد الكفار هم من حصدوا جميع جوائز السباحه والرمايه وركوب الخيل,2
اول طالب يجتمع عليه حب الطﻻب كلهم ويطالبو كل فانزاتهتم بالتصويت ليه  محمد شاهين   ليث المصري السادس   كنزه حبيبه المصريين,0
عملتلي ريتويت اذاً هي جميله *.*,0
عبدالظاهر هايل الشوط التاني,0
مجلس النواب لا يمثلني ولا يمثل ابوووي  مجلس النواب لايمثلني,1
OTB     almualim  وحتي ما تنضرب ابها الجديده .. ما ادري شنو الزين فيها,1
ولو كانو مو عملاء وينشد فيهم الضهر ... كان اردوغان ماراح يحالف روسيا وايران ... بس يعرفهم عملاء كلاب مستؤجره عند امريكا,1
حماده طلعت افتكروا الاسم كويس عشان الناس هنا في مصر تعرف انه فيه اوساخ رايحه الاوليمبياد عشان تفضحنا,1
badr:  يوم الاعسر العالمي امي يوم شافتني اكتب باليسار قالت لي بتصير عالم كبير ، لن اخيب نظره الغاليه فيني ❤️,0
كل الدوريات الكبري هتبدا النهارده و نهائي الاوليمبياد,2
a7wgya ههههههعع لا ماهو انا خلصت,0
يجب مسائله البيشمركه التي انسحبت من جبل سنجار دون مقاومه داعش الذي احتل سنجار وارتكب افضع الجرائم وهنا يجب ان تبسط قوات العراقيه الامن هناك,1
افتتاح الالعاب الاوليمبياد في ريو دي جانيرو البرازيل 2016 جميل روعه في كل شي ....,0
انا مهزرتش معاك هناك اصلا عشان عامل نفسك مقموص وعايش الدور واللي هزرت معاهم ناس ليا معاهم هزار.,1
و مين غيرك في قلبي اكتبله مرسالي,0
مايكل فيلبس السباح الامريكي هو الرياضي الاعظم في تاريخ الاوليمبياد : خيال واراده,2
الخليج ، بنت المصانع الحربيه واستعدت لمواجهه غطرسه الغرب وامريكا واسرائيل وليس بالضروره ان تقوم بحرب لاثبات قوتها,0
كان راح يسلي وقته و هو مصاب و مثل ويلز في الاوليمبياد في الجولف فعلًا 😂😂,2
روسيا قصفت المستشفيات كلها في حلب روسيا دوله معتديه قاتله للمرضي والاطفال  روسيا باذن الله ستفشل وتنهزم ككلب اجرب روسيا دوله فاشيه قذره,1
فينو الاهبل ابن الاهبل,1
يا خساره ...,1
^^   انتـي بقـي كــائن ايــه !!؟ 👯 = انــــا بقـي كــائـن  النـكـد ، بنت ميتين  الحــزن ،  الموكوسه بـ زياده 🙉🙈🙊,1
لما نلاقي واحد زي ابراهيم عيسي مخصص اكتر من حلقه لتسفيه وتتفيه ما حققناه في الاوليمبياد، عن الاحباط اتحدث,1
